GAME_ID,TEAM0_TEAM_ABBREVIATION,TEAM0_PTS,TEAM0_REB,TEAM0_AST,TEAM0_FG_PCT,TEAM0_TO,TEAM0_PLUS_MINUS,TEAM0_TEAM_ORDER,TEAM1_TEAM_ABBREVIATION,TEAM1_PTS,TEAM1_REB,TEAM1_AST,TEAM1_FG_PCT,TEAM1_TO,TEAM1_PLUS_MINUS,TEAM1_TEAM_ORDER,TEAM0_WIN,TEAM0_GAME_DATE,TEAM1_GAME_DATE,TEAM0_ELO,TEAM1_ELO
22401013,CHI,128.0,40.0,32.0,0.523,,,0,SAC,116.0,36.0,27.0,0.477,,,1,1,2025-03-20,2025-03-20,,
22401014,ORL,120.0,55.0,25.0,0.479,,,0,WAS,105.0,41.0,23.0,0.425,,,1,1,2025-03-21,2025-03-21,,
22401015,HOU,102.0,46.0,14.0,0.464,,,0,MIA,98.0,34.0,25.0,0.521,,,1,1,2025-03-21,2025-03-21,,
22401016,MIN,134.0,36.0,40.0,0.539,,,0,NOP,93.0,33.0,20.0,0.5,,,1,1,2025-03-21,2025-03-21,,
22401017,OKC,141.0,43.0,29.0,0.574,,,0,CHA,106.0,29.0,29.0,0.463,,,1,1,2025-03-21,2025-03-21,,
22401018,SAS,128.0,34.0,36.0,0.528,,,0,PHI,120.0,32.0,30.0,0.568,,,1,1,2025-03-21,2025-03-21,,
22401019,DAL,123.0,44.0,25.0,0.525,,,0,DET,117.0,41.0,24.0,0.469,,,1,1,2025-03-21,2025-03-21,,
22401020,BOS,121.0,48.0,27.0,0.464,,,0,UTA,99.0,38.0,24.0,0.452,,,1,1,2025-03-21,2025-03-21,,
22401021,PHX,123.0,46.0,33.0,0.522,,,0,CLE,112.0,44.0,24.0,0.447,,,1,1,2025-03-21,2025-03-21,,
22401022,POR,128.0,38.0,30.0,0.54,,,0,DEN,109.0,31.0,24.0,0.5,,,1,1,2025-03-21,2025-03-21,,
22401023,LAC,128.0,43.0,29.0,0.577,,,0,MEM,108.0,40.0,28.0,0.421,,,1,1,2025-03-21,2025-03-21,,
22401024,IND,108.0,44.0,32.0,0.476,,,0,BKN,103.0,48.0,20.0,0.433,,,1,1,2025-03-22,2025-03-22,,
22401025,ATL,124.0,46.0,37.0,0.57,,,0,GSW,115.0,38.0,28.0,0.464,,,1,1,2025-03-22,2025-03-22,,
22401026,NYK,122.0,49.0,29.0,0.484,,,0,WAS,103.0,41.0,21.0,0.443,,,1,1,2025-03-22,2025-03-22,,
22401027,MIL,114.0,42.0,22.0,0.524,,,0,SAC,108.0,44.0,21.0,0.451,,,1,1,2025-03-22,2025-03-22,,
22401028,CHI,146.0,42.0,41.0,0.583,,,0,LAL,115.0,35.0,23.0,0.482,,,1,1,2025-03-22,2025-03-22,,
22401029,DET,136.0,32.0,26.0,0.547,,,0,NOP,130.0,37.0,35.0,0.576,,,1,1,2025-03-23,2025-03-23,,
22401030,CLE,120.0,51.0,28.0,0.458,,,0,UTA,91.0,52.0,25.0,0.36,,,1,1,2025-03-23,2025-03-23,,
22401031,ATL,132.0,39.0,35.0,0.552,,,0,PHI,119.0,37.0,24.0,0.44,,,1,1,2025-03-23,2025-03-23,,
22401032,MIA,122.0,32.0,27.0,0.573,,,0,CHA,105.0,40.0,24.0,0.471,,,1,1,2025-03-23,2025-03-23,,
22401033,SAS,123.0,46.0,27.0,0.477,,,0,TOR,89.0,46.0,27.0,0.38,,,1,1,2025-03-23,2025-03-23,,
22401034,BOS,129.0,38.0,31.0,0.545,,,0,POR,116.0,38.0,24.0,0.489,,,1,1,2025-03-23,2025-03-23,,
22401035,DEN,116.0,43.0,28.0,0.506,,,0,HOU,111.0,45.0,25.0,0.438,,,1,1,2025-03-23,2025-03-23,,
22401036,OKC,103.0,42.0,28.0,0.402,,,0,LAC,101.0,48.0,20.0,0.427,,,1,1,2025-03-23,2025-03-23,,
22401037,IND,119.0,46.0,30.0,0.489,,,0,MIN,103.0,45.0,26.0,0.484,,,1,1,2025-03-24,2025-03-24,,
22401038,ORL,118.0,43.0,25.0,0.494,,,0,LAL,106.0,39.0,19.0,0.463,,,1,1,2025-03-24,2025-03-24,,
22401039,TOR,112.0,60.0,28.0,0.406,,,0,WAS,104.0,48.0,24.0,0.402,,,1,1,2025-03-24,2025-03-24,,
22401040,DAL,120.0,41.0,34.0,0.563,,,0,BKN,101.0,37.0,30.0,0.513,,,1,1,2025-03-24,2025-03-24,,
22401041,NOP,112.0,51.0,36.0,0.494,,,0,PHI,99.0,37.0,19.0,0.391,,,1,1,2025-03-24,2025-03-24,,
22401042,CHI,129.0,43.0,31.0,0.495,,,0,DEN,119.0,52.0,34.0,0.474,,,1,1,2025-03-24,2025-03-24,,
22401043,PHX,108.0,52.0,25.0,0.476,,,0,MIL,106.0,36.0,24.0,0.446,,,1,1,2025-03-24,2025-03-24,,
22401044,BOS,113.0,45.0,28.0,0.456,,,0,SAC,95.0,45.0,23.0,0.453,,,1,1,2025-03-24,2025-03-24,,
22401045,ORL,111.0,50.0,22.0,0.456,,,0,CHA,104.0,38.0,26.0,0.42,,,1,1,2025-03-25,2025-03-25,,
22401046,DET,122.0,44.0,33.0,0.564,,,0,SAS,96.0,41.0,21.0,0.363,,,1,1,2025-03-25,2025-03-25,,
22401047,MIA,112.0,42.0,26.0,0.558,,,0,GSW,86.0,38.0,20.0,0.398,,,1,1,2025-03-25,2025-03-25,,
22401048,NYK,128.0,36.0,40.0,0.596,,,0,DAL,113.0,33.0,19.0,0.538,,,1,1,2025-03-25,2025-03-25,,
22401049,HOU,121.0,51.0,17.0,0.452,,,0,ATL,114.0,42.0,32.0,0.417,,,1,1,2025-03-25,2025-03-25,,
22401050,MEM,140.0,52.0,38.0,0.531,,,0,UTA,103.0,28.0,24.0,0.436,,,1,1,2025-03-25,2025-03-25,,
22401051,CLE,122.0,41.0,28.0,0.545,,,0,POR,111.0,45.0,28.0,0.4,,,1,1,2025-03-25,2025-03-25,,
22401052,OKC,121.0,52.0,30.0,0.524,,,0,SAC,105.0,36.0,32.0,0.407,,,1,1,2025-03-25,2025-03-25,,
22401053,WAS,119.0,49.0,30.0,0.505,,,0,PHI,114.0,47.0,22.0,0.429,,,1,1,2025-03-26,2025-03-26,,
22401054,TOR,116.0,63.0,34.0,0.422,,,0,BKN,86.0,43.0,16.0,0.356,,,1,1,2025-03-26,2025-03-26,,
22401055,LAL,120.0,43.0,26.0,0.519,,,0,IND,119.0,36.0,31.0,0.506,,,1,1,2025-03-26,2025-03-26,,
22401056,LAC,126.0,45.0,27.0,0.511,,,0,NYK,113.0,38.0,35.0,0.5,,,1,1,2025-03-26,2025-03-26,,
22401057,DEN,127.0,46.0,36.0,0.544,,,0,MIL,117.0,39.0,30.0,0.517,,,1,1,2025-03-26,2025-03-26,,
22401058,BOS,132.0,48.0,33.0,0.506,,,0,PHX,102.0,38.0,22.0,0.414,,,1,1,2025-03-26,2025-03-26,,
22401059,CLE,124.0,56.0,33.0,0.465,,,0,SAS,116.0,50.0,27.0,0.406,,,1,1,2025-03-27,2025-03-27,,
22401060,DAL,101.0,40.0,21.0,0.474,,,0,ORL,92.0,44.0,14.0,0.425,,,1,1,2025-03-27,2025-03-27,,
22401061,IND,162.0,50.0,48.0,0.641,,,0,WAS,109.0,31.0,19.0,0.447,,,1,1,2025-03-27,2025-03-27,,
22401062,MIA,122.0,37.0,26.0,0.537,,,0,ATL,112.0,36.0,27.0,0.518,,,1,1,2025-03-27,2025-03-27,,
22401063,CHI,119.0,48.0,33.0,0.467,,,0,LAL,117.0,40.0,30.0,0.495,,,1,1,2025-03-27,2025-03-27,,
22401064,OKC,125.0,45.0,28.0,0.489,,,0,MEM,104.0,36.0,28.0,0.418,,,1,1,2025-03-27,2025-03-27,,
22401065,HOU,121.0,51.0,26.0,0.461,,,0,UTA,110.0,33.0,29.0,0.544,,,1,1,2025-03-27,2025-03-27,,
22401066,SAC,128.0,46.0,24.0,0.649,,,0,POR,107.0,32.0,23.0,0.398,,,1,1,2025-03-27,2025-03-27,,
22401067,DET,133.0,43.0,25.0,0.478,,,0,CLE,122.0,41.0,16.0,0.464,,,1,1,2025-03-28,2025-03-28,,
22401068,LAC,132.0,48.0,29.0,0.55,,,0,BKN,100.0,43.0,27.0,0.371,,,1,1,2025-03-28,2025-03-28,,
22401069,TOR,108.0,45.0,28.0,0.442,,,0,CHA,97.0,56.0,29.0,0.406,,,1,1,2025-03-28,2025-03-28,,
22401070,NYK,116.0,44.0,28.0,0.484,,,0,MIL,107.0,32.0,24.0,0.547,,,1,1,2025-03-28,2025-03-28,,
22401071,MIN,124.0,43.0,31.0,0.528,,,0,PHX,109.0,34.0,28.0,0.519,,,1,1,2025-03-28,2025-03-28,,
22401072,GSW,111.0,50.0,29.0,0.413,,,0,NOP,95.0,46.0,24.0,0.407,,,1,1,2025-03-28,2025-03-28,,
22401073,DEN,129.0,45.0,38.0,0.578,,,0,UTA,93.0,42.0,21.0,0.355,,,1,1,2025-03-28,2025-03-28,,
22401074,ORL,121.0,49.0,31.0,0.494,,,0,SAC,91.0,41.0,17.0,0.42,,,1,1,2025-03-29,2025-03-29,,
22401075,BKN,115.0,49.0,25.0,0.443,,,0,WAS,112.0,40.0,21.0,0.435,,,1,1,2025-03-29,2025-03-29,,
22401076,MIA,118.0,47.0,33.0,0.473,,,0,PHI,95.0,37.0,28.0,0.5,,,1,1,2025-03-29,2025-03-29,,
22401077,DAL,120.0,41.0,28.0,0.465,,,0,CHI,119.0,56.0,31.0,0.473,,,1,1,2025-03-29,2025-03-29,,
22401078,LAL,134.0,42.0,30.0,0.506,,,0,MEM,127.0,41.0,33.0,0.526,,,1,1,2025-03-29,2025-03-29,,
22401079,OKC,132.0,47.0,26.0,0.511,,,0,IND,111.0,43.0,27.0,0.448,,,1,1,2025-03-29,2025-03-29,,
22401080,BOS,121.0,54.0,32.0,0.479,,,0,SAS,111.0,35.0,25.0,0.437,,,1,1,2025-03-29,2025-03-29,,
22401081,CLE,127.0,45.0,33.0,0.505,,,0,LAC,122.0,44.0,25.0,0.484,,,1,1,2025-03-30,2025-03-30,,
22401082,NYK,110.0,44.0,27.0,0.536,,,0,POR,93.0,39.0,19.0,0.437,,,1,1,2025-03-30,2025-03-30,,
22401083,ATL,145.0,46.0,36.0,0.532,,,0,MIL,124.0,36.0,21.0,0.476,,,1,1,2025-03-30,2025-03-30,,
22401084,MIN,123.0,59.0,24.0,0.473,,,0,DET,104.0,44.0,22.0,0.358,,,1,1,2025-03-30,2025-03-30,,
22401085,NOP,98.0,57.0,24.0,0.413,,,0,CHA,94.0,50.0,20.0,0.352,,,1,1,2025-03-30,2025-03-30,,
22401086,GSW,148.0,44.0,42.0,0.577,,,0,SAS,106.0,34.0,30.0,0.476,,,1,1,2025-03-30,2025-03-30,,
22401087,TOR,127.0,46.0,32.0,0.476,,,0,PHI,109.0,46.0,25.0,0.472,,,1,1,2025-03-30,2025-03-30,,
22401088,HOU,148.0,45.0,37.0,0.571,,,0,PHX,109.0,39.0,25.0,0.483,,,1,1,2025-03-30,2025-03-30,,
22401089,CHA,110.0,47.0,33.0,0.538,,,0,UTA,106.0,41.0,25.0,0.406,,,1,1,2025-03-31,2025-03-31,,
22401090,IND,111.0,40.0,28.0,0.467,,,0,SAC,109.0,45.0,22.0,0.467,,,1,1,2025-03-31,2025-03-31,,
22401091,LAC,96.0,47.0,18.0,0.439,,,0,ORL,87.0,32.0,18.0,0.395,,,1,1,2025-03-31,2025-03-31,,
22401092,MIA,120.0,62.0,29.0,0.505,,,0,WAS,94.0,39.0,22.0,0.395,,,1,1,2025-03-31,2025-03-31,,
22401093,BOS,117.0,54.0,30.0,0.406,,,0,MEM,103.0,45.0,21.0,0.446,,,1,1,2025-03-31,2025-03-31,,
22401094,OKC,145.0,44.0,39.0,0.531,,,0,CHI,117.0,43.0,29.0,0.449,,,1,1,2025-03-31,2025-03-31,,
22401095,BKN,113.0,40.0,32.0,0.433,,,0,DAL,109.0,49.0,29.0,0.477,,,1,1,2025-03-31,2025-03-31,,
22401096,LAL,104.0,45.0,22.0,0.393,,,0,HOU,98.0,51.0,26.0,0.416,,,1,1,2025-03-31,2025-03-31,,
22401097,POR,127.0,54.0,30.0,0.456,,,0,ATL,113.0,45.0,26.0,0.446,,,1,1,2025-04-01,2025-04-01,,
22401098,NYK,105.0,44.0,23.0,0.424,,,0,PHI,91.0,42.0,23.0,0.42,,,1,1,2025-04-01,2025-04-01,,
22401099,CHI,137.0,49.0,36.0,0.568,,,0,TOR,118.0,35.0,35.0,0.454,,,1,1,2025-04-01,2025-04-01,,
22401100,GSW,134.0,49.0,29.0,0.424,,,0,MEM,125.0,43.0,22.0,0.478,,,1,1,2025-04-01,2025-04-01,,
22401101,MIL,133.0,29.0,32.0,0.689,,,0,PHX,123.0,33.0,26.0,0.478,,,1,1,2025-04-01,2025-04-01,,
22401102,MIN,140.0,52.0,35.0,0.468,,,0,DEN,139.0,45.0,33.0,0.547,,,1,1,2025-04-01,2025-04-01,,
22401103,CLE,124.0,44.0,23.0,0.532,,,0,NYK,105.0,39.0,24.0,0.444,,,1,1,2025-04-02,2025-04-02,,
22401104,IND,119.0,38.0,29.0,0.495,,,0,CHA,105.0,44.0,20.0,0.526,,,1,1,2025-04-02,2025-04-02,,
22401105,WAS,116.0,41.0,24.0,0.512,,,0,SAC,111.0,48.0,25.0,0.421,,,1,1,2025-04-02,2025-04-02,,
22401106,MIA,124.0,34.0,28.0,0.518,,,0,BOS,103.0,43.0,24.0,0.448,,,1,1,2025-04-02,2025-04-02,,
22401107,HOU,143.0,63.0,30.0,0.538,,,0,UTA,105.0,39.0,25.0,0.426,,,1,1,2025-04-02,2025-04-02,,
22401108,OKC,119.0,46.0,25.0,0.438,,,0,DET,103.0,43.0,20.0,0.404,,,1,1,2025-04-02,2025-04-02,,
22401109,DAL,120.0,42.0,27.0,0.53,,,0,ATL,118.0,43.0,29.0,0.433,,,1,1,2025-04-02,2025-04-02,,
22401110,SAS,113.0,52.0,27.0,0.443,,,0,DEN,106.0,58.0,24.0,0.396,,,1,1,2025-04-02,2025-04-02,,
22401111,LAC,114.0,30.0,27.0,0.526,,,0,NOP,98.0,39.0,29.0,0.506,,,1,1,2025-04-02,2025-04-02,,
22401112,ORL,109.0,47.0,27.0,0.463,,,0,WAS,97.0,38.0,16.0,0.447,,,1,1,2025-04-03,2025-04-03,,
22401113,MIN,105.0,45.0,27.0,0.5,,,0,BKN,90.0,34.0,30.0,0.427,,,1,1,2025-04-03,2025-04-03,,
22401114,MEM,110.0,49.0,24.0,0.471,,,0,MIA,108.0,47.0,24.0,0.411,,,1,1,2025-04-03,2025-04-03,,
22401115,MIL,126.0,40.0,32.0,0.561,,,0,PHI,113.0,40.0,30.0,0.483,,,1,1,2025-04-03,2025-04-03,,
22401116,POR,112.0,54.0,20.0,0.488,,,0,TOR,103.0,35.0,29.0,0.458,,,1,1,2025-04-03,2025-04-03,,
22401117,GSW,123.0,46.0,30.0,0.476,,,0,LAL,116.0,39.0,23.0,0.453,,,1,1,2025-04-03,2025-04-03,,
22401118,SAC,125.0,44.0,26.0,0.495,,,0,CHA,102.0,45.0,17.0,0.398,,,1,1,2025-04-04,2025-04-04,,
22401119,IND,140.0,51.0,38.0,0.573,,,0,UTA,112.0,52.0,21.0,0.375,,,1,1,2025-04-04,2025-04-04,,
22401120,BOS,123.0,49.0,28.0,0.517,,,0,PHX,103.0,40.0,24.0,0.441,,,1,1,2025-04-04,2025-04-04,,
22401121,DET,117.0,47.0,27.0,0.461,,,0,TOR,105.0,49.0,24.0,0.418,,,1,1,2025-04-04,2025-04-04,,
22401122,CHI,118.0,61.0,25.0,0.471,,,0,POR,113.0,54.0,23.0,0.383,,,1,1,2025-04-04,2025-04-04,,
22401123,HOU,125.0,48.0,24.0,0.489,,,0,OKC,111.0,33.0,24.0,0.483,,,1,1,2025-04-04,2025-04-04,,
22401124,CLE,114.0,44.0,31.0,0.471,,,0,SAS,113.0,44.0,27.0,0.436,,,1,1,2025-04-04,2025-04-04,,
22401125,GSW,118.0,36.0,25.0,0.489,,,0,DEN,104.0,38.0,28.0,0.541,,,1,1,2025-04-04,2025-04-04,,
22401126,LAL,124.0,36.0,26.0,0.519,,,0,NOP,108.0,38.0,27.0,0.488,,,1,1,2025-04-04,2025-04-04,,
22401127,LAC,114.0,48.0,23.0,0.494,,,0,DAL,91.0,39.0,19.0,0.455,,,1,1,2025-04-04,2025-04-04,,
22401128,NYK,121.0,38.0,32.0,0.536,,,0,ATL,105.0,38.0,24.0,0.466,,,1,1,2025-04-05,2025-04-05,,
22401129,MEM,109.0,64.0,19.0,0.415,,,0,DET,103.0,44.0,24.0,0.385,,,1,1,2025-04-05,2025-04-05,,
22401130,MIN,114.0,47.0,22.0,0.506,,,0,PHI,109.0,34.0,26.0,0.484,,,1,1,2025-04-05,2025-04-05,,
22401131,MIL,121.0,47.0,29.0,0.517,,,0,MIA,115.0,52.0,24.0,0.422,,,1,1,2025-04-05,2025-04-05,,
22401132,LAC,135.0,45.0,31.0,0.563,,,0,DAL,104.0,41.0,18.0,0.436,,,1,1,2025-04-05,2025-04-05,,
22401133,CHI,131.0,41.0,26.0,0.535,,,0,CHA,117.0,40.0,25.0,0.482,,,1,1,2025-04-06,2025-04-06,,
22401134,TOR,120.0,47.0,30.0,0.5,,,0,BKN,109.0,46.0,25.0,0.476,,,1,1,2025-04-06,2025-04-06,,
22401135,LAL,126.0,43.0,25.0,0.548,,,0,OKC,99.0,34.0,20.0,0.433,,,1,1,2025-04-06,2025-04-06,,
22401136,ATL,147.0,42.0,43.0,0.568,,,0,UTA,134.0,32.0,29.0,0.517,,,1,1,2025-04-06,2025-04-06,,
22401137,BOS,124.0,62.0,33.0,0.49,,,0,WAS,90.0,32.0,21.0,0.407,,,1,1,2025-04-06,2025-04-06,,
22401138,SAC,120.0,39.0,25.0,0.537,,,0,CLE,113.0,39.0,31.0,0.523,,,1,1,2025-04-06,2025-04-06,,
22401139,POR,120.0,44.0,25.0,0.472,,,0,SAS,109.0,45.0,26.0,0.432,,,1,1,2025-04-06,2025-04-06,,
22401140,NYK,112.0,41.0,28.0,0.541,,,0,PHX,98.0,35.0,20.0,0.424,,,1,1,2025-04-06,2025-04-06,,
22401141,ORL,113.0,39.0,25.0,0.518,,,0,NOP,93.0,40.0,23.0,0.443,,,1,1,2025-03-13,2025-03-13,,
22401142,IND,125.0,41.0,34.0,0.479,,,0,DEN,120.0,47.0,33.0,0.538,,,1,1,2025-04-06,2025-04-06,,
22401143,HOU,106.0,49.0,26.0,0.484,,,0,GSW,96.0,46.0,28.0,0.416,,,1,1,2025-04-06,2025-04-06,,
22401144,SAC,127.0,50.0,20.0,0.516,,,0,DET,117.0,37.0,30.0,0.472,,,1,1,2025-04-07,2025-04-07,,
22401145,MIA,117.0,47.0,26.0,0.506,,,0,PHI,105.0,45.0,20.0,0.432,,,1,1,2025-04-07,2025-04-07,,
22401146,MEM,124.0,52.0,23.0,0.452,,,0,CHA,100.0,38.0,22.0,0.457,,,1,1,2025-04-08,2025-04-08,,
22401147,CLE,135.0,45.0,35.0,0.51,,,0,CHI,113.0,45.0,26.0,0.477,,,1,1,2025-04-08,2025-04-08,,
22401148,IND,104.0,49.0,21.0,0.379,,,0,WAS,98.0,50.0,18.0,0.418,,,1,1,2025-04-08,2025-04-08,,
22401149,ORL,119.0,43.0,23.0,0.5,,,0,ATL,112.0,41.0,25.0,0.455,,,1,1,2025-04-08,2025-04-08,,
22401150,BKN,119.0,40.0,30.0,0.494,,,0,NOP,114.0,42.0,26.0,0.476,,,1,1,2025-04-08,2025-04-08,,
22401151,BOS,119.0,38.0,26.0,0.46,,,0,NYK,117.0,52.0,28.0,0.475,,,1,1,2025-04-08,2025-04-08,,
22401152,MIL,110.0,43.0,27.0,0.476,,,0,MIN,103.0,42.0,25.0,0.461,,,1,1,2025-04-08,2025-04-08,,
22401153,OKC,136.0,44.0,26.0,0.5,,,0,LAL,120.0,45.0,21.0,0.463,,,1,1,2025-04-08,2025-04-08,,
22401154,GSW,133.0,57.0,31.0,0.484,,,0,PHX,95.0,41.0,22.0,0.398,,,1,1,2025-04-08,2025-04-08,,
22401155,LAC,122.0,50.0,30.0,0.516,,,0,SAS,117.0,34.0,29.0,0.529,,,1,1,2025-04-08,2025-04-08,,
22401156,ORL,96.0,49.0,23.0,0.407,,,0,BOS,76.0,43.0,20.0,0.39,,,1,1,2025-04-09,2025-04-09,,
22401157,PHI,122.0,55.0,20.0,0.429,,,0,WAS,103.0,47.0,22.0,0.391,,,1,1,2025-04-09,2025-04-09,,
22401158,TOR,126.0,55.0,37.0,0.471,,,0,CHA,96.0,41.0,23.0,0.439,,,1,1,2025-04-09,2025-04-09,,
22401159,LAL,112.0,39.0,22.0,0.467,,,0,DAL,97.0,38.0,30.0,0.5,,,1,1,2025-04-09,2025-04-09,,
22401160,CHI,119.0,46.0,33.0,0.517,,,0,MIA,111.0,39.0,28.0,0.478,,,1,1,2025-04-09,2025-04-09,,
22401161,MIL,136.0,43.0,27.0,0.544,,,0,NOP,111.0,53.0,28.0,0.427,,,1,1,2025-04-10,2025-04-10,,
22401162,UTA,133.0,56.0,27.0,0.51,,,0,POR,126.0,43.0,27.0,0.462,,,1,1,2025-04-09,2025-04-09,,
22401163,SAS,114.0,43.0,23.0,0.481,,,0,GSW,111.0,45.0,29.0,0.419,,,1,1,2025-04-09,2025-04-09,,
22401164,OKC,125.0,44.0,24.0,0.523,,,0,PHX,112.0,38.0,31.0,0.483,,,1,1,2025-04-09,2025-04-09,,
22401165,DEN,124.0,45.0,30.0,0.5,,,0,SAC,116.0,40.0,25.0,0.467,,,1,1,2025-04-09,2025-04-09,,
22401166,LAC,134.0,43.0,33.0,0.533,,,0,HOU,117.0,36.0,24.0,0.511,,,1,1,2025-04-09,2025-04-09,,
22401167,DET,115.0,35.0,20.0,0.573,,,0,NYK,106.0,34.0,32.0,0.467,,,1,1,2025-04-10,2025-04-10,,
22401168,IND,114.0,46.0,28.0,0.462,,,0,CLE,112.0,50.0,24.0,0.439,,,1,1,2025-04-10,2025-04-10,,
22401169,ATL,133.0,51.0,36.0,0.571,,,0,BKN,109.0,41.0,31.0,0.4,,,1,1,2025-04-10,2025-04-10,,
22401170,MIN,141.0,41.0,29.0,0.552,,,0,MEM,125.0,33.0,26.0,0.517,,,1,1,2025-04-10,2025-04-10,,
22401171,MIL,125.0,44.0,30.0,0.457,,,0,DET,119.0,42.0,30.0,0.495,,,1,1,2025-04-11,2025-04-11,,
22401172,ORL,129.0,35.0,32.0,0.576,,,0,IND,115.0,44.0,24.0,0.449,,,1,1,2025-04-11,2025-04-11,,
22401173,ATL,124.0,53.0,28.0,0.479,,,0,PHI,110.0,45.0,29.0,0.443,,,1,1,2025-04-11,2025-04-11,,
22401174,BOS,130.0,52.0,35.0,0.516,,,0,CHA,94.0,48.0,25.0,0.387,,,1,1,2025-04-11,2025-04-11,,
22401175,CLE,108.0,49.0,23.0,0.494,,,0,NYK,102.0,35.0,22.0,0.409,,,1,1,2025-04-11,2025-04-11,,
22401176,CHI,119.0,54.0,32.0,0.462,,,0,WAS,89.0,41.0,26.0,0.385,,,1,1,2025-04-11,2025-04-11,,
22401177,MIA,153.0,60.0,36.0,0.558,,,0,NOP,104.0,42.0,27.0,0.4,,,1,1,2025-04-11,2025-04-11,,
22401178,DAL,124.0,56.0,34.0,0.551,,,0,TOR,102.0,43.0,22.0,0.4,,,1,1,2025-04-11,2025-04-11,,
22401179,MIN,117.0,48.0,27.0,0.545,,,0,BKN,91.0,41.0,24.0,0.367,,,1,1,2025-04-11,2025-04-11,,
22401180,DEN,117.0,52.0,32.0,0.484,,,0,MEM,109.0,41.0,26.0,0.451,,,1,1,2025-04-11,2025-04-11,,
22401181,OKC,145.0,47.0,41.0,0.56,,,0,UTA,111.0,57.0,23.0,0.379,,,1,1,2025-04-11,2025-04-11,,
22401182,PHX,117.0,52.0,27.0,0.463,,,0,SAS,98.0,40.0,28.0,0.433,,,1,1,2025-04-11,2025-04-11,,
22401183,GSW,103.0,45.0,26.0,0.398,,,0,POR,86.0,52.0,21.0,0.376,,,1,1,2025-04-11,2025-04-11,,
22401184,LAC,101.0,37.0,19.0,0.513,,,0,SAC,100.0,43.0,23.0,0.435,,,1,1,2025-04-11,2025-04-11,,
22401185,LAL,140.0,42.0,28.0,0.609,,,0,HOU,109.0,37.0,22.0,0.456,,,1,1,2025-04-11,2025-04-11,,
22401186,ATL,117.0,44.0,32.0,0.534,,,0,ORL,105.0,43.0,25.0,0.455,,,1,1,2025-04-13,2025-04-13,,
22401187,BOS,93.0,49.0,22.0,0.389,,,0,CHA,86.0,51.0,23.0,0.376,,,1,1,2025-04-13,2025-04-13,,
22401188,NYK,113.0,40.0,27.0,0.43,,,0,BKN,105.0,42.0,21.0,0.514,,,1,1,2025-04-13,2025-04-13,,
22401189,IND,126.0,61.0,27.0,0.403,,,0,CLE,118.0,65.0,21.0,0.383,,,1,1,2025-04-13,2025-04-13,,
22401190,WAS,119.0,43.0,33.0,0.511,,,0,MIA,118.0,46.0,28.0,0.5,,,1,1,2025-04-13,2025-04-13,,
22401191,CHI,122.0,59.0,29.0,0.456,,,0,PHI,102.0,48.0,20.0,0.383,,,1,1,2025-04-13,2025-04-13,,
22401192,MIL,140.0,38.0,30.0,0.581,,,0,DET,133.0,42.0,35.0,0.477,,,1,1,2025-04-13,2025-04-13,,
22401193,DEN,126.0,47.0,28.0,0.511,,,0,HOU,111.0,45.0,32.0,0.45,,,1,1,2025-04-13,2025-04-13,,
22401194,MEM,132.0,53.0,31.0,0.5,,,0,DAL,97.0,38.0,20.0,0.437,,,1,1,2025-04-13,2025-04-13,,
22401195,MIN,116.0,54.0,23.0,0.469,,,0,UTA,105.0,40.0,24.0,0.449,,,1,1,2025-04-13,2025-04-13,,
22401196,OKC,115.0,54.0,16.0,0.418,,,0,NOP,100.0,47.0,22.0,0.385,,,1,1,2025-04-13,2025-04-13,,
22401197,SAS,125.0,50.0,22.0,0.512,,,0,TOR,118.0,42.0,32.0,0.474,,,1,1,2025-04-13,2025-04-13,,
22401198,LAC,124.0,42.0,28.0,0.558,,,0,GSW,119.0,25.0,31.0,0.544,,,1,1,2025-04-13,2025-04-13,,
22401199,POR,109.0,56.0,27.0,0.438,,,0,LAL,81.0,42.0,21.0,0.388,,,1,1,2025-04-13,2025-04-13,,
22401200,SAC,109.0,43.0,31.0,0.523,,,0,PHX,98.0,37.0,28.0,0.476,,,1,1,2025-04-13,2025-04-13,,
22401201,MIL,114.0,37.0,27.0,0.545,,,0,ORL,109.0,46.0,19.0,0.441,,,1,1,2024-12-10,2024-12-10,,
22401202,ATL,108.0,58.0,27.0,0.413,,,0,NYK,100.0,49.0,27.0,0.43,,,1,1,2024-12-11,2024-12-11,,
22401203,OKC,118.0,52.0,29.0,0.455,,,0,DAL,104.0,44.0,25.0,0.475,,,1,1,2024-12-10,2024-12-10,,
22401204,HOU,91.0,36.0,23.0,0.458,,,0,GSW,90.0,39.0,22.0,0.44,,,1,1,2024-12-11,2024-12-11,,
22401205,BOS,123.0,51.0,34.0,0.511,,,0,DET,99.0,43.0,27.0,0.429,,,1,1,2024-12-12,2024-12-12,,
22401206,MIA,114.0,52.0,21.0,0.482,,,0,TOR,104.0,42.0,29.0,0.446,,,1,1,2024-12-12,2024-12-12,,
22401207,SAC,111.0,50.0,24.0,0.402,,,0,NOP,109.0,43.0,22.0,0.47,,,1,1,2024-12-12,2024-12-12,,
22401208,CLE,115.0,50.0,27.0,0.396,,,0,WAS,105.0,44.0,24.0,0.477,,,1,1,2024-12-13,2024-12-13,,
